order,name,internal_var,namelist,group,group_cn,dtype,default,size,description,usage,condition,source,line,source_use_count,source_use_files,source_usage_summary,source_use_examples
338,inograd_t,inograd_t,&inputnl,Boundary Conditions,边界条件,integer,0,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,1 对温度施加零法向梯度 Neumann 条件。,,unstructured/input.f90,817,3,unstructured/model.f90(3),源码引用 3 处；主要在 `model.f90` 3处。,"unstructured/model.f90:75: if(inograd_t.eq.1) ibound = ior(ibound, BOUNDARY_NEUMANN)
unstructured/model.f90:717: if(inograd_t.eq.1) then
unstructured/model.f90:796: if(inograd_t.eq.1) then"
339,inograd_n,inograd_n,&inputnl,Boundary Conditions,边界条件,integer,0,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,1 对主离子密度施加零法向梯度 Neumann 条件。,,unstructured/input.f90,818,6,unstructured/metricterms_new_gpu.f90(3); unstructured/model.f90(2); unstructured/kprad_m3dc1.f90(1),"源码引用 6 处；主要在 `metricterms_new_gpu.f90` 3处, `model.f90` 2处, `kprad_m3dc1.f90` 1处。","unstructured/kprad_m3dc1.f90:253: if(inograd_n.eq.1) then
unstructured/metricterms_new_gpu.f90:18238: if(inograd_n.eq.1) then
unstructured/metricterms_new_gpu.f90:18396: if(inograd_n.eq.1) then
unstructured/metricterms_new_gpu.f90:18447: if(inograd_n.eq.1) then
unstructured/model.f90:43: if(inograd_n.eq.1) ibound = ior(ibound, BOUNDARY_NEUMANN)
unstructured/model.f90:612: if(inograd_n.eq.1) then"
340,inonormalflow,inonormalflow,&inputnl,Boundary Conditions,边界条件,integer,1,1,1: No-normal-flow boundary condition,,,unstructured/input.f90,819,34,unstructured/metricterms_new_gpu.f90(22); unstructured/model.f90(7); unstructured/ludef_t.f90(3); unstructured/ludef_t_gpu.f90(2),"源码引用 34 处；主要在 `metricterms_new_gpu.f90` 22处, `model.f90` 7处, `ludef_t.f90` 3处, `ludef_t_gpu.f90` 2处。","unstructured/ludef_t.f90:79: if(inonormalflow.eq.1 .and. .not.surface_int) then
unstructured/ludef_t.f90:96: if(((inonormalflow.eq.0).or.(inonormalflow.eq.2)) .and. .not.surface_int) then
unstructured/ludef_t.f90:1335: if((inonormalflow.eq.0).or.(inonormalflow.eq.2)) then
unstructured/ludef_t_gpu.f90:96: if(inonormalflow.eq.1 .and. .not.surface_int) then
unstructured/ludef_t_gpu.f90:1552: if(inonormalflow.eq.0) then
unstructured/metricterms_new_gpu.f90:7765: if(inonormalflow.eq.1) then
unstructured/metricterms_new_gpu.f90:8217: if(inonormalflow.eq.1) then
unstructured/metricterms_new_gpu.f90:16259: if(inonormalflow.eq.1) then
unstructured/metricterms_new_gpu.f90:16285: if(inonormalflow.eq.1) then
unstructured/metricterms_new_gpu.f90:16311: if(inonormalflow.eq.1) then"
341,inoslip_pol,inoslip_pol,&inputnl,Boundary Conditions,边界条件,integer,1,1,1: No-slip boundary condition on pol. velocity,,,unstructured/input.f90,821,36,unstructured/metricterms_new_gpu.f90(23); unstructured/model.f90(7); unstructured/ludef_t.f90(3); unstructured/ludef_t_gpu.f90(2); unstructured/metricterms_new.f90(1),"源码引用 36 处；主要在 `metricterms_new_gpu.f90` 23处, `model.f90` 7处, `ludef_t.f90` 3处, `ludef_t_gpu.f90` 2处。","unstructured/ludef_t.f90:86: if((inoslip_pol.eq.0).or.(inoslip_pol.eq.2)) then
unstructured/ludef_t.f90:1328: if(((inoslip_pol.eq.0).or.(inoslip_pol.eq.2)) .and. .not.surface_int) then
unstructured/ludef_t.f90:1340: if((inoslip_pol.eq.1) .and. .not.surface_int) then
unstructured/ludef_t_gpu.f90:107: if(inoslip_pol.eq.0) then
unstructured/ludef_t_gpu.f90:1559: if(inoslip_pol.eq.1 .and. .not.surface_int) then
unstructured/metricterms_new.f90:1948: if(inoslip_pol.eq.1 .or. iconst_p.eq.1) then
unstructured/metricterms_new_gpu.f90:488: if(inoslip_pol.eq.1) then
unstructured/metricterms_new_gpu.f90:603: if(inoslip_pol.eq.1) then
unstructured/metricterms_new_gpu.f90:768: if(inoslip_pol.eq.1) then
unstructured/metricterms_new_gpu.f90:798: if(inoslip_pol.eq.1) then"
342,inoslip_tor,inoslip_tor,&inputnl,Boundary Conditions,边界条件,integer,1,1,1: No-slip boundary condition on tor. velocity,,,unstructured/input.f90,823,14,unstructured/metricterms_new_gpu.f90(12); unstructured/model.f90(2),"源码引用 14 处；主要在 `metricterms_new_gpu.f90` 12处, `model.f90` 2处。","unstructured/metricterms_new_gpu.f90:12399: if(inoslip_tor.eq.1) then
unstructured/metricterms_new_gpu.f90:12435: if(inoslip_tor.eq.1) then
unstructured/metricterms_new_gpu.f90:12474: if(inoslip_tor.eq.1) then
unstructured/metricterms_new_gpu.f90:15259: if(inoslip_tor.eq.1) then
unstructured/metricterms_new_gpu.f90:15298: if(inoslip_tor.eq.1) then
unstructured/metricterms_new_gpu.f90:15336: if(inoslip_tor.eq.1) then
unstructured/metricterms_new_gpu.f90:16476: if(inoslip_tor.eq.1) then
unstructured/metricterms_new_gpu.f90:16501: if(inoslip_tor.eq.1) then
unstructured/metricterms_new_gpu.f90:16526: if(inoslip_tor.eq.1) then
unstructured/metricterms_new_gpu.f90:16553: if(inoslip_tor.eq.1) then"
343,inostress_tor,inostress_tor,&inputnl,Boundary Conditions,边界条件,integer,0,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,1 对环向速度施加零法向导数/无切向应力条件；与 `inoslip_tor=1` 是不同选择。,,unstructured/input.f90,825,2,unstructured/model.f90(2),源码引用 2 处；主要在 `model.f90` 2处。,"unstructured/model.f90:232: if(inostress_tor.eq.1) ibound = ior(ibound, BOUNDARY_NEUMANN)
unstructured/model.f90:371: if(inostress_tor.eq.1) then"
344,inocurrent_pol,inocurrent_pol,&inputnl,Boundary Conditions,边界条件,integer,0,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,1 通过环向磁场变量的法向导数约束使边界极向电流为零。,,unstructured/input.f90,826,19,unstructured/metricterms_new_gpu.f90(17); unstructured/model.f90(2),"源码引用 19 处；主要在 `metricterms_new_gpu.f90` 17处, `model.f90` 2处。","unstructured/metricterms_new_gpu.f90:8646: if(inocurrent_pol.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:8675: if(inocurrent_pol.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:8704: if(inocurrent_pol.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:8831: if(inocurrent_pol.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:8858: if(inocurrent_pol.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:8885: if(inocurrent_pol.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:8917: if(inocurrent_pol.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:8948: if(inocurrent_pol.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:8979: if(inocurrent_pol.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:15703: if(inocurrent_pol.eq.1 .and. imulti_region.eq.0) then"
345,inocurrent_tor,inocurrent_tor,&inputnl,Boundary Conditions,边界条件,integer,0,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,1 通过 `Delta*psi=0` 型边界约束使环向电流为零。,,unstructured/input.f90,827,11,unstructured/metricterms_new_gpu.f90(7); unstructured/model.f90(2); unstructured/newpar.f90(1); unstructured/newvar.f90(1),"源码引用 11 处；主要在 `metricterms_new_gpu.f90` 7处, `model.f90` 2处, `newpar.f90` 1处, `newvar.f90` 1处。","unstructured/metricterms_new_gpu.f90:8738: if(inocurrent_tor.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:8768: if(inocurrent_tor.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:8798: if(inocurrent_tor.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:16649: if(inocurrent_tor.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:16789: if(inocurrent_tor.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:16865: if(inocurrent_tor.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:17010: if(inocurrent_tor.eq.1 .and. imulti_region.eq.0) then
unstructured/model.f90:108: if(inocurrent_tor.eq.1) ibound = ior(ibound, BOUNDARY_LAPLACIAN)
unstructured/model.f90:515: if(inocurrent_tor.eq.1) then
unstructured/newpar.f90:840: if(inocurrent_tor.eq.1) then"
346,inocurrent_norm,inocurrent_norm,&inputnl,Boundary Conditions,边界条件,integer,0,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,1 对三维磁场变量施加组合边界条件，使法向电流为零；会改变 `psi/bz` 的边界掩码组合。,,unstructured/input.f90,828,17,unstructured/metricterms_new_gpu.f90(15); unstructured/model.f90(2),"源码引用 17 处；主要在 `metricterms_new_gpu.f90` 15处, `model.f90` 2处。","unstructured/metricterms_new_gpu.f90:13444: if(inocurrent_norm.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:13451: if(inocurrent_norm.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:13556: if(inocurrent_norm.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:13607: if(inocurrent_norm.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:13614: if(inocurrent_norm.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:13670: if(inocurrent_norm.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:13735: if(inocurrent_norm.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:15019: if(inocurrent_norm.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:15058: if(inocurrent_norm.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:16686: if(inocurrent_norm.eq.1 .and. imulti_region.eq.0) then"
347,ifbound,ifbound,&inputnl,Boundary Conditions,边界条件,integer,-1,1,"Boundary condition on 'f' field. 1 = Dirichlet, 2 = Neumann",-1 表示校验后按编译版本设置：complex 为 2，real 为 1。 运行时默认：`ifbound=-1` 时，complex 版本默认 2，real 版本默认 1。,,unstructured/input.f90,829,12,unstructured/model.f90(4); unstructured/input.f90(3); unstructured/newvar.f90(3); unstructured/ludef_t.f90(1); unstructured/ludef_t_gpu.f90(1),"源码引用 12 处；主要在 `model.f90` 4处, `input.f90` 3处, `newvar.f90` 3处, `ludef_t.f90` 1处。","unstructured/input.f90:1745: if(ifbound.eq.-1) then
unstructured/input.f90:1747: ifbound = 2
unstructured/input.f90:1749: ifbound = 1
unstructured/ludef_t.f90:4795: if(ifbound.eq.2) then
unstructured/ludef_t_gpu.f90:5452: if(ifbound.eq.2) then
unstructured/model.f90:156: if(ifbound.eq.1) then
unstructured/model.f90:158: else if(ifbound.eq.2) then
unstructured/model.f90:564: if(ifbound.eq.1) then
unstructured/model.f90:566: else if(ifbound.eq.2) then
unstructured/newvar.f90:100: if(ifbound.eq.1) then"
348,iconstflux,iconstflux,&inputnl,Boundary Conditions,边界条件,integer,0,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,非线性推进中重新缩放环向磁场以保持总环向磁通；0 不做该全局修正。,,unstructured/input.f90,831,2,unstructured/newpar.f90(1); unstructured/time_step.f90(1),"源码引用 2 处；主要在 `newpar.f90` 1处, `time_step.f90` 1处。","unstructured/newpar.f90:921: if(numvar.ge.2 .and. iconstflux.eq.1) then
unstructured/time_step.f90:237: if(iconstflux.eq.1 .and. numvar.ge.2) then"
349,iper,iper,&inputnl,Boundary Conditions,边界条件,integer,0,1,1: Periodic boundary condition in R direction,,,unstructured/input.f90,832,24,unstructured/model.f90(9); unstructured/boundary.f90(4); unstructured/rmp.f90(3); unstructured/biharmonic.f90(1); unstructured/gradshafranov.f90(1); unstructured/gread_restart_c11.fh(1); unstructured/init_vmec.f90(1); unstructured/kprad_m3dc1.f90(1),"源码引用 24 处；主要在 `model.f90` 9处, `boundary.f90` 4处, `rmp.f90` 3处, `biharmonic.f90` 1处。","unstructured/biharmonic.f90:311: if(iper.eq.1 .and. jper.eq.1) return
unstructured/boundary.f90:679: if(iper.eq.1 .and. jper.eq.1) return
unstructured/boundary.f90:725: if(iper.eq.1 .and. jper.eq.1) return
unstructured/boundary.f90:764: if(iper.eq.1 .and. jper.eq.1) return
unstructured/boundary.f90:809: if(iper.eq.1 .and. jper.eq.1) return
unstructured/gradshafranov.f90:3400: if(iper.eq.1 .and. jper.eq.1) return
unstructured/gread_restart_c11.fh:13: call adios_read (adios_handle, ""iper"", iiper, adios_buf_size, adios_err)
unstructured/init_vmec.f90:278: if(iper.eq.1 .and. jper.eq.1) return
unstructured/kprad_m3dc1.f90:241: if(iper.eq.1 .and. jper.eq.1) return
unstructured/model.f90:286: if(iper.eq.1 .and. jper.eq.1) return"
350,jper,jper,&inputnl,Boundary Conditions,边界条件,integer,0,1,1: Preiodic boundary condition in Z direction,,,unstructured/input.f90,834,24,unstructured/model.f90(9); unstructured/boundary.f90(4); unstructured/rmp.f90(3); unstructured/biharmonic.f90(1); unstructured/gradshafranov.f90(1); unstructured/gread_restart_c11.fh(1); unstructured/init_vmec.f90(1); unstructured/kprad_m3dc1.f90(1),"源码引用 24 处；主要在 `model.f90` 9处, `boundary.f90` 4处, `rmp.f90` 3处, `biharmonic.f90` 1处。","unstructured/biharmonic.f90:311: if(iper.eq.1 .and. jper.eq.1) return
unstructured/boundary.f90:679: if(iper.eq.1 .and. jper.eq.1) return
unstructured/boundary.f90:725: if(iper.eq.1 .and. jper.eq.1) return
unstructured/boundary.f90:764: if(iper.eq.1 .and. jper.eq.1) return
unstructured/boundary.f90:809: if(iper.eq.1 .and. jper.eq.1) return
unstructured/gradshafranov.f90:3400: if(iper.eq.1 .and. jper.eq.1) return
unstructured/gread_restart_c11.fh:15: call adios_read (adios_handle, ""jper"", ijper, adios_buf_size, adios_err)
unstructured/init_vmec.f90:278: if(iper.eq.1 .and. jper.eq.1) return
unstructured/kprad_m3dc1.f90:241: if(iper.eq.1 .and. jper.eq.1) return
unstructured/model.f90:286: if(iper.eq.1 .and. jper.eq.1) return"
351,tebound,tebound,&inputnl,Boundary Conditions,边界条件,real,-1.,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,大于 0 时，在标记为 first-wall 的边界把电子温度固定为该归一化值；负值保留初始边界值。,,unstructured/input.f90,836,2,unstructured/model.f90(2),源码引用 2 处；主要在 `model.f90` 2处。,"unstructured/model.f90:722: if((tebound.gt.0.) .and. is_inner) then
unstructured/model.f90:724: temp(1) = tebound"
352,tibound,tibound,&inputnl,Boundary Conditions,边界条件,real,-1.,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,大于 0 时，在 first-wall 边界把离子温度固定为该归一化值；仅双温模型有独立作用。,,unstructured/input.f90,837,2,unstructured/model.f90(2),源码引用 2 处；主要在 `model.f90` 2处。,"unstructured/model.f90:801: if((tibound.gt.0.) .and. is_inner) then
unstructured/model.f90:803: temp(1) = tibound"
353,eta_wall,eta_wall,&inputnl,Resistive Wall,电阻壁/真空/导体区,real,1e-3,1,Resistivity of conducting wall region,,,unstructured/input.f90,840,5,unstructured/input.f90(3); unstructured/output.f90(1); unstructured/resistive_wall.f90(1),"源码引用 5 处；主要在 `input.f90` 3处, `output.f90` 1处, `resistive_wall.f90` 1处。","unstructured/input.f90:1585: if(eta_wall .gt. eta_vac) then
unstructured/input.f90:1586: if(myrank.eq.0) print *, 'Warning: eta_wall > eta_vac.'
unstructured/input.f90:1629: if(eta_wallRZ .lt. 0) eta_wallRZ = eta_wall
unstructured/output.f90:303: call write_real_attr(root_id, ""eta_wall"" , eta_wall, error)
unstructured/resistive_wall.f90:73: wall_resistivity = eta_wall"
354,eta_wallRZ,eta_wallRZ,&inputnl,Resistive Wall,电阻壁/真空/导体区,real,-1.,1,Resistivity of conducting wall region,-1 表示校验后取 `eta_wall`。 运行时默认：`eta_wallRZ<0` 时改为 `eta_wall`。,,unstructured/input.f90,842,2,unstructured/input.f90(1); unstructured/resistive_wall.f90(1),"源码引用 2 处；主要在 `input.f90` 1处, `resistive_wall.f90` 1处。","unstructured/input.f90:1629: if(eta_wallRZ .lt. 0) eta_wallRZ = eta_wall
unstructured/resistive_wall.f90:137: wall_resistivityRZ = eta_wallRZ"
355,eta_vac,eta_vac,&inputnl,Resistive Wall,电阻壁/真空/导体区,real,1.,1,Resistivity of vacuum region,,,unstructured/input.f90,844,5,unstructured/input.f90(3); unstructured/m3dc1_nint.f90(1); unstructured/transport.f90(1),"源码引用 5 处；主要在 `input.f90` 3处, `m3dc1_nint.f90` 1处, `transport.f90` 1处。","unstructured/input.f90:1585: if(eta_wall .gt. eta_vac) then
unstructured/input.f90:1586: if(myrank.eq.0) print *, 'Warning: eta_wall > eta_vac.'
unstructured/input.f90:1796: if(eta_max.le.0.) eta_max = eta_vac
unstructured/m3dc1_nint.f90:1229: eta79(:,OP_1) = eta_vac
unstructured/transport.f90:1101: temp79a = eta_vac - etar*eta_fac"
356,iwall_breaks,iwall_breaks,&inputnl,Resistive Wall,电阻壁/真空/导体区,integer,0,1,Number of wall break regions,,,unstructured/input.f90,846,2,unstructured/resistive_wall.f90(2),源码引用 2 处；主要在 `resistive_wall.f90` 2处。,"unstructured/resistive_wall.f90:83: do i=iwall_breaks, 1, -1
unstructured/resistive_wall.f90:147: do i=iwall_breaks, 1, -1"
357,eta_break,eta_break,&inputnl,Resistive Wall,电阻壁/真空/导体区,real array,1.,20,Resistivity of wall break,数组参数在 C1input 中使用 Fortran 一基索引，例如 `name(1)=...`；未赋值元素保持默认值。,,unstructured/input.f90,848,2,unstructured/resistive_wall.f90(2),源码引用 2 处；主要在 `resistive_wall.f90` 2处。,"unstructured/resistive_wall.f90:92: wall_resistivity = eta_break(i)
unstructured/resistive_wall.f90:156: wall_resistivityRZ = eta_break(i)"
358,wall_break_xmin,wall_break_xmin,&inputnl,Resistive Wall,电阻壁/真空/导体区,real array,0.,20,Minimum x coordinate for wall break,数组参数在 C1input 中使用 Fortran 一基索引，例如 `name(1)=...`；未赋值元素保持默认值。,,unstructured/input.f90,850,2,unstructured/resistive_wall.f90(2),源码引用 2 处；主要在 `resistive_wall.f90` 2处。,"unstructured/resistive_wall.f90:88: if(x.ge.wall_break_xmin(i) .and. &
unstructured/resistive_wall.f90:152: if(x.ge.wall_break_xmin(i) .and. &"
359,wall_break_xmax,wall_break_xmax,&inputnl,Resistive Wall,电阻壁/真空/导体区,real array,0.,20,Maximum x coordinate for wall break,数组参数在 C1input 中使用 Fortran 一基索引，例如 `name(1)=...`；未赋值元素保持默认值。,,unstructured/input.f90,852,2,unstructured/resistive_wall.f90(2),源码引用 2 处；主要在 `resistive_wall.f90` 2处。,"unstructured/resistive_wall.f90:89: x.le.wall_break_xmax(i) .and. &
unstructured/resistive_wall.f90:153: x.le.wall_break_xmax(i) .and. &"
360,wall_break_zmin,wall_break_zmin,&inputnl,Resistive Wall,电阻壁/真空/导体区,real array,0.,20,Minimum z coordinate for wall break,数组参数在 C1input 中使用 Fortran 一基索引，例如 `name(1)=...`；未赋值元素保持默认值。,,unstructured/input.f90,854,2,unstructured/resistive_wall.f90(2),源码引用 2 处；主要在 `resistive_wall.f90` 2处。,"unstructured/resistive_wall.f90:90: z.ge.wall_break_zmin(i) .and. &
unstructured/resistive_wall.f90:154: z.ge.wall_break_zmin(i) .and. &"
361,wall_break_zmax,wall_break_zmax,&inputnl,Resistive Wall,电阻壁/真空/导体区,real array,0.,20,Maximum z coordinate for wall break,数组参数在 C1input 中使用 Fortran 一基索引，例如 `name(1)=...`；未赋值元素保持默认值。,,unstructured/input.f90,856,2,unstructured/resistive_wall.f90(2),源码引用 2 处；主要在 `resistive_wall.f90` 2处。,"unstructured/resistive_wall.f90:91: z.le.wall_break_zmax(i)) then
unstructured/resistive_wall.f90:155: z.le.wall_break_zmax(i)) then"
362,wall_break_phimin,wall_break_phimin,&inputnl,Resistive Wall,电阻壁/真空/导体区,real array,0.,20,Minimum phi coordinate for wall break,数组参数在 C1input 中使用 Fortran 一基索引，例如 `name(1)=...`；未赋值元素保持默认值。,,unstructured/input.f90,858,2,unstructured/resistive_wall.f90(2),源码引用 2 处；主要在 `resistive_wall.f90` 2处。,"unstructured/resistive_wall.f90:85: if(phi.ge.wall_break_phimin(i) .and. &
unstructured/resistive_wall.f90:149: if(phi.ge.wall_break_phimin(i) .and. &"
363,wall_break_phimax,wall_break_phimax,&inputnl,Resistive Wall,电阻壁/真空/导体区,real array,0.,20,Maximum phi coordinate for wall break,数组参数在 C1input 中使用 Fortran 一基索引，例如 `name(1)=...`；未赋值元素保持默认值。,,unstructured/input.f90,860,2,unstructured/resistive_wall.f90(2),源码引用 2 处；主要在 `resistive_wall.f90` 2处。,"unstructured/resistive_wall.f90:86: phi.le.wall_break_phimax(i)) then
unstructured/resistive_wall.f90:150: phi.le.wall_break_phimax(i)) then"
364,iwall_regions,iwall_regions,&inputnl,Resistive Wall,电阻壁/真空/导体区,integer,0,1,Number of resistive wall regions,,,unstructured/input.f90,862,9,unstructured/resistive_wall.f90(5); unstructured/input.f90(2); unstructured/output.f90(2),"源码引用 9 处；主要在 `resistive_wall.f90` 5处, `input.f90` 2处, `output.f90` 2处。","unstructured/input.f90:1630: if(iwall_regions.gt.0) then
unstructured/input.f90:1631: do i=1,iwall_regions
unstructured/output.f90:941: call write_int_attr(group_id, ""iwall_regions"", iwall_regions, error)
unstructured/output.f90:943: do i=1, iwall_regions
unstructured/resistive_wall.f90:41: do i=1, iwall_regions
unstructured/resistive_wall.f90:53: do i=1, iwall_regions
unstructured/resistive_wall.f90:56: iwall_regions = 0
unstructured/resistive_wall.f90:76: do i=iwall_regions, 1, -1
unstructured/resistive_wall.f90:140: do i=iwall_regions, 1, -1"
365,wall_region_eta,wall_region_eta,&inputnl,Resistive Wall,电阻壁/真空/导体区,real array,1e-3,20,Resistivity of each wall region,数组参数在 C1input 中使用 Fortran 一基索引，例如 `name(1)=...`；未赋值元素保持默认值。,,unstructured/input.f90,864,3,unstructured/input.f90(1); unstructured/output.f90(1); unstructured/resistive_wall.f90(1),"源码引用 3 处；主要在 `input.f90` 1处, `output.f90` 1处, `resistive_wall.f90` 1处。","unstructured/input.f90:1633: wall_region_etaRZ(i) = wall_region_eta(i)
unstructured/output.f90:949: call write_real_attr(region_group_id, ""eta"", wall_region_eta(i), error)
unstructured/resistive_wall.f90:78: wall_resistivity = wall_region_eta(i)"
366,wall_region_etaRZ,wall_region_etaRZ,&inputnl,Resistive Wall,电阻壁/真空/导体区,real array,-1.,20,Poloidal Resistivity of each wall region,-1 表示校验后逐区域取对应 `wall_region_eta(i)`。 数组参数在 C1input 中使用 Fortran 一基索引，例如 `name(1)=...`；未赋值元素保持默认值。 运行时默认：每个 `wall_region_etaRZ(i)<0` 时改为对应 `wall_region_eta(i)`。,,unstructured/input.f90,866,4,unstructured/input.f90(2); unstructured/output.f90(1); unstructured/resistive_wall.f90(1),"源码引用 4 处；主要在 `input.f90` 2处, `output.f90` 1处, `resistive_wall.f90` 1处。","unstructured/input.f90:1632: if(wall_region_etaRZ(i) .lt. 0) then
unstructured/input.f90:1633: wall_region_etaRZ(i) = wall_region_eta(i)
unstructured/output.f90:950: call write_real_attr(region_group_id, ""etaRZ"", wall_region_etaRZ(i),error)
unstructured/resistive_wall.f90:142: wall_resistivityRZ = wall_region_etaRZ(i)"
367,eta_zone,eta_zone,&inputnl,Resistive Wall,电阻壁/真空/导体区,real array,0.,100,Resistivity of mesh zone,托卡马克：为 `zone_type(i)=2` 的导体 zone 指定标量电阻率，正值优先于全局 `eta_wall`；适合显式第一壁/导体区域。仿星器：数值优先级相同，但只有用户事先设计了与 VMEC/bloat 映射后物理位置一致的导体 zone 才有物理意义。 数组参数在 C1input 中使用 Fortran 一基索引，例如 `name(1)=...`；未赋值元素保持默认值。,,unstructured/input.f90,868,4,unstructured/resistive_wall.f90(4),源码引用 4 处；主要在 `resistive_wall.f90` 4处。,"unstructured/resistive_wall.f90:70: if(eta_zone(izone).gt.0.) then
unstructured/resistive_wall.f90:71: wall_resistivity = eta_zone(izone)
unstructured/resistive_wall.f90:134: else if(eta_zone(izone).gt.0.) then
unstructured/resistive_wall.f90:135: wall_resistivityRZ = eta_zone(izone)"
368,etaRZ_zone,etaRZ_zone,&inputnl,Resistive Wall,电阻壁/真空/导体区,real array,0.,100,Poloidal resistivity of mesh zone,托卡马克：为导体 zone 指定极向电阻率，正值优先于 `eta_zone`，否则回退到全局 `eta_wallRZ`。仿星器：用法相同，但程序不会检查该 zone 是否真的对应物理导体壁。 数组参数在 C1input 中使用 Fortran 一基索引，例如 `name(1)=...`；未赋值元素保持默认值。,,unstructured/input.f90,870,2,unstructured/resistive_wall.f90(2),源码引用 2 处；主要在 `resistive_wall.f90` 2处。,"unstructured/resistive_wall.f90:132: if(etaRZ_zone(izone).gt.0.) then
unstructured/resistive_wall.f90:133: wall_resistivityRZ = etaRZ_zone(izone)"
369,wall_region_filename,wall_region_filename,&inputnl,Resistive Wall,电阻壁/真空/导体区,character(len=256) array,"""""",20,Resistivity of each wall region,字符数组；每个 wall region 轮廓点文件名。 数组参数在 C1input 中使用 Fortran 一基索引，例如 `name(1)=...`；未赋值元素保持默认值。 字符串值可写成 `name = value` 或带引号形式；解析器会去掉首尾引号。,,unstructured/input.f90,873,1,unstructured/resistive_wall.f90(1),源码引用 1 处；主要在 `resistive_wall.f90` 1处。,"unstructured/resistive_wall.f90:42: call create_region_from_file(wall_region(i), wall_region_filename(i), &"
370,eta_rekc,eta_rekc,&inputnl,Resistive Wall,电阻壁/真空/导体区,real,0.,1,Resistivity of runaway-electron killer coil (REKC),,,unstructured/input.f90,875,6,unstructured/resistive_wall.f90(6),源码引用 6 处；主要在 `resistive_wall.f90` 6处。,"unstructured/resistive_wall.f90:100: if(eta_rekc.gt.0) then
unstructured/resistive_wall.f90:109: wall_resistivity = 10.**(log10(wall_resistivity)*(1.-f) + log10(eta_rekc)*f)
unstructured/resistive_wall.f90:115: wall_resistivity = 10.**(log10(wall_resistivity)*(1.-max(f1,f2)) + log10(eta_rekc)*max(f1,f2))
unstructured/resistive_wall.f90:164: if(eta_rekc.gt.0) then
unstructured/resistive_wall.f90:173: wall_resistivityRZ = 10.**(log10(wall_resistivityRZ)*(1.-f) + log10(eta_rekc)*f)
unstructured/resistive_wall.f90:179: wall_resistivityRZ = 10.**(log10(wall_resistivityRZ)*(1.-max(f1,f2)) + log10(eta_rekc)*max(f1,f2))"
371,ntor_rekc,ntor_rekc,&inputnl,Resistive Wall,电阻壁/真空/导体区,integer,0,1,Toroidal mode number of REKC,,,unstructured/input.f90,877,2,unstructured/resistive_wall.f90(2),源码引用 2 处；主要在 `resistive_wall.f90` 2处。,"unstructured/resistive_wall.f90:104: f = ntor_rekc*(phi-phi_rekc)*twopi/toroidal_period
unstructured/resistive_wall.f90:168: f = ntor_rekc*(phi-phi_rekc)*twopi/toroidal_period"
